Time Stamp,ID,Extended,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
166064100,0x682,false,0,1,0x00,,,,,
166064200,0x35D,false,0,8,0x00,0x03,0x00,0x00,0x00,0x00
166064300,0x5C5,false,0,8,0x84,0x00,0xC6,0xA6,0x00,0x0C
166064400,0x2DE,false,0,8,0x00,0x00,0x00,0x00,0x00,0x00
166064500,0x2D1,false,0,7,0x00,0x00,0x00,0x00,0x23,0x83
166064600,0x625,false,0,6,0x02,0x00,0xFF,0x0E,0x00,0x00
166064700,0x216,false,0,1,0x40,,,,,
166064800,0x2DE,false,0,8,0x00,0x00,0x03,0x00,0x00,0x00
166064900,0x2D1,false,0,7,0x00,0x00,0x00,0x02,0x23,0x85
166065000,0x2DE,false,0,8,0x00,0x00,0x00,0x00,0x00,0x00
166065100,0x625,false,0,6,0x02,0x00,0xFF,0x0E,0x00,0x00
166065200,0x2D1,false,0,7,0x00,0x00,0x00,0x03,0x23,0x85
166065300,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166065400,0x216,false,0,1,0x40,,,,,
166065500,0x358,false,0,8,0x01,0x00,0x00,0x00,0x00,0x00
166065600,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166065700,0x216,false,0,1,0x40,,,,,
166065800,0x2D1,false,0,7,0x00,0x00,0x00,0x02,0x23,0x85
166065900,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166066000,0x2D1,false,0,7,0x00,0x00,0x00,0x03,0x23,0x85
166066100,0x216,false,0,1,0x40,,,,,
166066200,0x60D,false,0,8,0x10,0x00,0x00,0x00,0x00,0x00
166066300,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166066400,0x625,false,0,6,0x02,0x00,0xFF,0x0E,0x00,0x00
166066500,0x2D1,false,0,7,0x00,0x00,0x00,0x01,0x23,0x83
166066600,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166066700,0x216,false,0,1,0x40,,,,,
166066800,0x2D1,false,0,7,0x00,0x00,0x00,0x03,0x23,0x83
166066900,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166067000,0x2DE,false,0,8,0x00,0x00,0x00,0x00,0x00,0x00
166067100,0x216,false,0,1,0x40,,,,,
166067200,0x358,false,0,8,0x01,0x00,0x00,0x00,0x00,0x00
166067300,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166067400,0x216,false,0,1,0x40,,,,,
166067500,0x2D1,false,0,7,0x00,0x00,0x00,0x02,0x23,0x83
166067600,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166067700,0x5C5,false,0,8,0x84,0x00,0xC6,0xA6,0x00,0x0C
166067800,0x216,false,0,1,0x40,,,,,
166067900,0x60D,false,0,8,0x10,0x00,0x00,0x00,0x00,0x00
166068000,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166068100,0x625,false,0,6,0x02,0x00,0xFF,0x0E,0x00,0x00
166068200,0x2D1,false,0,7,0x00,0x00,0x00,0x01,0x23,0x85
166068300,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166068400,0x216,false,0,1,0x40,,,,,
166068500,0x2D1,false,0,7,0x00,0x00,0x00,0x02,0x23,0x85
166068600,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166068700,0x2D1,false,0,7,0x00,0x00,0x00,0x03,0x23,0x85
166068800,0x216,false,0,1,0x40,,,,,
166068900,0x358,false,0,8,0x01,0x00,0x00,0x00,0x00,0x00
166069000,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166069100,0x216,false,0,1,0x40,,,,,
166069200,0x2D1,false,0,7,0x00,0x00,0x00,0x01,0x23,0x85
166069300,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166069400,0x215,false,0,6,0xFF,0xF0,0xFF,0x00,0xFF,0xFF
166069500,0x216,false,0,1,0x40,,,,,
166069600,0x60D,false,0,8,0x10,0x00,0x00,0x00,0x00,0x00
166069700,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166069800,0x625,false,0,6,0x02,0x00,0xFF,0x0E,0x00,0x00
166069900,0x2D1,false,0,7,0x00,0x00,0x00,0x00,0x23,0x7A
166070000,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166070100,0x216,false,0,1,0x40,,,,,
166070200,0x2D1,false,0,7,0x00,0x00,0x00,0x02,0x23,0x7A
166070300,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166070400,0x2DE,false,0,8,0x00,0x00,0x00,0x00,0x00,0x00
166070500,0x216,false,0,1,0x40,,,,,
166070600,0x358,false,0,8,0x01,0x00,0x00,0x00,0x00,0x00
166070700,0x280,false,0,8,0x03,0x08,0x00,0x00,0x00,0x00
166070800,0x216,false,0,1,0x40,,,,,
166070900,0x2D1,false,0,7,0x00,0x00,0x00,0x01,0x23,0x7A
